scope,song,genre,level,bpm,n_bars,coverage_mean,extra_ratio_mean,physical_hardness_mean,hand_difficulty_mean,intensity_mean,mode_全采,mode_半采,mode_稀采/空音,mode_加花,mode_静默,mode_混合,cfg_2+1,cfg_3+1,cfg_CYCLES型星星,cfg_N+1,cfg_一笔画,cfg_三叉戟,cfg_三角交互,cfg_二连扫,cfg_井字星星,cfg_侧边双押,cfg_出张,cfg_单双/双单,cfg_双压连续拍滑,cfg_双押纵,cfg_反手,cfg_同起点拍滑,cfg_大宇宙,cfg_大风车,cfg_夹键拍滑,cfg_如龙段,cfg_子弹,cfg_定拍,cfg_拆弹,cfg_挥手段,cfg_散点,cfg_普通交互,cfg_楼梯交互,cfg_死镰段,cfg_穿心,cfg_纵连,cfg_绕圈星星,cfg_跳拍,cfg_轴交互,cfg_连续双押,cfg_连续拍滑,cfg_逆楼梯/方向盘,cfg_错位,cfg_长纵连,cfg_鼓动段
song,オモイヨシノ,ゲーム＆バラエティ,13.3,168.0,90,0.6919,0.1498,0.3788,0.4904,0.7895,33,9,0,10,11,2,0,0,4,0,7,0,2,7,2,0,0,0,0,0,1,0,0,0,0,0,17,0,1,0,2,6,0,0,1,4,7,20,0,8,2,0,2,0,0
song,ガチャガチャきゅ～と・ふぃぎゅ@メイト,POPS＆アニメ,13.2,178.0,92,0.6396,0.0478,0.6214,0.3485,0.7326,31,23,7,1,7,1,5,0,5,0,19,0,1,0,0,0,0,8,0,7,0,0,0,0,8,0,15,0,0,0,0,1,0,0,0,1,1,1,0,34,18,0,0,0,0
song,キミノヨゾラ哨戒班,niconico＆ボーカロイド,13.0,185.0,90,0.7884,0.068,0.4461,0.3397,0.7678,46,11,0,3,3,1,8,0,0,0,5,10,1,0,0,4,0,11,0,0,2,0,0,0,12,0,15,0,0,2,0,6,0,0,0,0,1,3,0,15,12,0,2,0,2
song,キレキャリオン,niconico＆ボーカロイド,13.1,170.0,86,0.7335,0.1076,0.5714,0.4006,0.7526,39,13,6,4,6,3,3,0,1,0,3,2,0,1,3,6,0,12,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,0,0,0,8,0,42,3,0,5,0,0
song,ギリギリ最強あいまいみー！,POPS＆アニメ,13.7,185.0,78,0.7119,0.1099,0.4848,0.4092,0.855,34,8,2,8,2,2,3,0,4,0,8,3,0,4,0,4,2,10,3,0,0,3,0,0,0,0,7,3,0,0,2,0,0,0,0,0,3,6,0,18,8,0,2,4,0
song,クノイチでも恋がしたい,niconico＆ボーカロイド,13.4,185.0,98,0.6726,0.0825,0.588,0.266,0.8112,30,26,8,2,1,4,0,0,0,0,0,0,3,0,19,3,3,18,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,16,21,0,8,0,0
song,コトバ・カラフル,ゲーム＆バラエティ,13.7,169.0,59,0.7316,0.0327,0.6903,0.2577,0.8665,27,7,2,1,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,1,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,2,6,0,44,3,0,6,0,0
song,ジンギスカン,POPS＆アニメ,13.3,150.0,81,0.7108,0.0621,0.544,0.3779,0.69,38,18,3,2,2,1,0,0,0,0,15,4,0,0,0,7,10,8,0,0,0,0,0,0,2,0,12,0,0,2,0,2,0,0,0,11,4,1,2,16,8,0,1,3,6
song,ジングルベル,maimai,14.4,100.0,38,0.7917,0.3295,0.5141,0.4262,0.8142,8,3,1,4,0,10,0,0,0,0,1,1,3,2,3,1,0,4,0,0,1,0,2,0,0,0,23,2,0,5,3,2,1,0,0,2,0,7,1,9,5,2,0,0,5
song,ストリーミングハート,niconico＆ボーカロイド,13.3,210.0,111,0.7396,0.1632,0.4455,0.3085,0.75,39,9,3,10,1,7,0,0,2,0,5,0,0,2,4,0,1,11,0,0,2,0,2,0,0,0,26,0,0,0,0,2,0,0,0,0,2,28,0,15,9,0,3,6,0
song,セガサターン起動音[H.][Remix],ゲーム＆バラエティ,13.0,148.0,45,0.5797,0.1339,0.5888,0.1453,0.863,4,15,1,5,1,6,0,0,0,0,6,2,1,3,6,0,4,0,0,2,0,0,9,0,0,0,7,0,0,2,3,3,3,0,0,2,11,4,0,3,3,0,2,0,0
song,ソーラン☆節,maimai,13.4,145.0,54,0.6485,0.1291,0.4755,0.3974,0.8056,18,11,4,4,1,6,0,0,0,0,4,0,0,9,0,4,1,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,6,14,0,2,0,0,7,0,0
song,ダンスロボットダンス,niconico＆ボーカロイド,13.3,190.0,113,0.6033,0.0932,0.5032,0.2699,0.6958,24,27,10,7,4,4,0,0,0,0,10,10,0,0,4,3,7,4,0,2,4,0,0,0,0,0,13,0,0,6,0,2,0,0,0,5,8,2,3,23,45,0,4,0,23
song,デッドレッドガールズ,niconico＆ボーカロイド,13.8,230.0,125,0.7839,0.1647,0.5755,0.1634,0.8636,69,7,1,11,10,7,0,0,1,0,5,0,6,2,20,0,0,6,0,6,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,5,2,0,16,32,0,10,0,3
song,ドーナツホール,niconico＆ボーカロイド,13.6,252.0,141,0.7911,0.0865,0.6495,0.3563,0.7628,60,3,6,2,1,6,12,0,0,0,10,0,0,3,2,15,1,49,0,0,1,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,36,6,0,0,0,4
song,ナイト・オブ・ナイツ,東方Project,13.3,180.0,80,0.8118,0.0924,0.5485,0.3631,0.6576,46,8,5,0,0,7,2,0,0,0,0,0,8,7,0,1,0,5,0,0,2,1,3,0,0,0,11,0,0,0,12,4,1,0,0,0,0,14,0,5,1,2,0,0,0
song,ネクロファンタジア～Arr.Demetori,東方Project,13.8,180.0,109,0.6154,0.0922,0.5783,0.4627,0.6471,28,19,11,3,1,0,9,0,0,0,3,1,2,10,4,0,1,17,0,0,0,0,0,0,0,0,12,0,0,1,1,2,0,0,0,1,5,12,1,14,6,0,13,0,0
song,ハート・ビート,オンゲキ＆CHUNITHM,13.4,212.0,120,0.6969,0.1018,0.4729,0.2453,0.7306,41,20,3,2,3,7,0,0,1,0,5,0,2,4,5,0,0,4,0,0,2,0,0,0,9,0,28,0,0,0,0,1,0,0,0,2,4,0,0,18,9,0,0,0,0
song,ピーマンたべたら,maimai,13.7,178.0,73,0.6562,0.1864,0.5483,0.4496,0.7724,19,15,8,12,1,7,0,0,1,0,15,3,2,4,0,0,8,6,2,0,0,1,1,0,0,0,9,0,0,0,4,5,2,0,0,3,8,10,0,18,3,0,3,0,0
song,フキゲンワルツ,niconico＆ボーカロイド,13.2,210.0,119,0.7165,0.1324,0.4965,0.4323,0.4432,35,11,3,6,2,15,0,0,0,0,6,0,7,0,2,1,6,7,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,4,5,14,8,0,34,5,0,1,0,3
song,ユビキリ,maimai,13.3,174.0,84,0.5627,0.1414,0.5507,0.2788,0.8482,14,12,10,10,5,8,0,0,4,0,11,6,0,6,8,2,4,6,0,0,10,0,0,0,2,0,11,3,0,6,1,0,0,3,2,0,4,0,0,11,18,0,5,0,16
song,リンカーネイション,niconico＆ボーカロイド,13.8,185.0,96,0.7778,0.1457,0.5278,0.1597,0.6929,44,13,3,5,1,5,0,0,1,0,1,0,2,6,0,0,1,6,0,0,0,0,0,0,0,0,12,0,0,0,0,7,1,0,0,4,2,2,3,25,4,0,7,2,0
song,ロストワンの号哭,niconico＆ボーカロイド,13.6,162.0,87,0.7647,0.2835,0.4657,0.2605,0.4667,22,8,0,14,0,17,0,0,0,0,0,1,0,0,1,0,1,12,0,0,2,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,29,0,22,2,0,10,0,1
song,ローリンガール,niconico＆ボーカロイド,13.2,195.0,94,0.625,0.2092,0.5685,0.3796,0.8212,17,14,8,14,2,20,0,0,0,0,17,0,0,6,0,2,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,13,0,0,12,0,0,0,0,0
song,ワールズエンド・ダンスホール,niconico＆ボーカロイド,13.0,171.0,68,0.7062,0.063,0.3095,0.3606,0.8717,29,11,8,0,0,1,5,0,0,0,0,0,0,0,6,9,0,4,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,2,2,16,0,0,0,0,0
song,僕は空気が嫁ない,niconico＆ボーカロイド,13.5,192.0,89,0.7388,0.2336,0.5725,0.439,0.7244,33,14,2,14,1,7,0,0,1,0,10,11,0,1,1,0,0,9,2,1,0,5,0,0,0,0,37,0,0,7,0,1,0,0,0,2,1,13,1,26,8,0,2,0,3
song,光線チューニング,オンゲキ＆CHUNITHM,13.7,190.0,111,0.6492,0.0973,0.6333,0.1587,0.7192,33,18,13,11,4,3,0,0,1,0,10,0,5,4,5,0,2,14,1,1,1,0,0,0,2,0,12,0,0,0,1,2,0,0,0,0,6,10,2,33,17,0,1,0,3
song,円舞曲、君に,ゲーム＆バラエティ,13.3,128.0,55,0.6386,0.1672,0.5814,0.3151,0.6165,14,2,8,6,3,5,4,0,0,0,1,0,0,0,6,1,0,4,0,0,0,0,0,0,2,5,2,0,0,0,0,4,0,0,0,2,2,13,0,5,5,0,1,0,0
song,初音ミクの消失,niconico＆ボーカロイド,13.9,240.0,128,0.6865,0.1727,0.5297,0.2584,0.7853,31,21,11,16,0,20,0,0,0,0,8,0,9,6,3,0,0,5,0,7,5,2,4,0,3,0,28,5,0,0,5,6,0,0,0,14,5,1,0,9,9,0,0,7,0
song,初音ミクの激唱,niconico＆ボーカロイド,14.5,200.0,114,0.7541,0.2204,0.5487,0.1838,0.7848,20,11,3,24,24,17,6,0,0,0,17,0,15,3,0,0,0,2,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,22,2,0,8,6,2,0,2,0,0
song,前前前世,POPS＆アニメ,13.0,190.0,84,0.7558,0.2153,0.6111,0.3531,0.8188,31,14,1,7,2,7,0,0,0,0,4,0,0,3,3,0,0,6,0,1,0,0,0,3,1,0,7,0,0,0,3,1,0,0,0,5,6,3,1,24,20,0,5,4,9
song,厨病激発ボーイ,niconico＆ボーカロイド,13.8,190.0,107,0.7943,0.2096,0.5255,0.1641,0.7873,35,6,4,8,7,25,18,0,0,0,20,1,0,0,16,1,12,3,0,0,0,0,0,0,19,0,20,0,0,0,0,1,0,0,0,2,2,9,0,12,21,0,7,0,8
song,右肩の蝶,niconico＆ボーカロイド,13.1,140.0,83,0.5503,0.0523,0.529,0.3658,0.6698,13,26,12,0,6,0,0,0,0,0,7,2,2,1,6,1,3,25,1,0,0,0,0,0,1,0,12,0,4,0,0,2,0,0,0,9,1,2,0,27,8,0,5,2,4
song,咲キ誇レ常世ノ華,maimai,13.5,170.0,108,0.7122,0.127,0.5113,0.283,0.7491,36,14,4,6,8,10,0,0,1,0,8,0,0,7,2,0,4,36,0,0,0,2,0,0,3,0,11,0,0,0,1,1,0,0,0,0,6,3,0,18,9,0,0,0,2
song,四月の雨,maimai,13.9,79.0,40,0.5936,0.137,0.5577,0.3577,0.7643,8,15,0,1,0,2,0,0,0,0,10,0,1,0,5,0,2,1,0,0,0,4,0,0,8,0,5,0,1,0,0,6,0,0,0,6,5,4,0,0,14,1,14,0,6
song,回レ！雪月花,POPS＆アニメ,13.3,160.0,59,0.7706,0.0899,0.5112,0.2511,0.7024,29,7,4,3,0,6,0,0,1,0,3,0,0,0,1,1,0,18,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,2,0,3,11,4,27,6,0,0,0,0
song,夜咄ディセイブ,niconico＆ボーカロイド,13.8,260.0,123,0.6673,0.151,0.4226,0.2764,0.7427,35,11,4,15,7,13,0,0,0,0,11,0,1,21,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,8,7,0,2,10,0,0,0,4
song,夜明けまであと３秒,ゲーム＆バラエティ,14.0,177.0,96,0.8309,0.3369,0.522,0.3896,0.6387,40,6,2,32,1,9,0,0,0,0,1,0,4,10,0,3,9,14,0,0,1,0,0,0,0,0,3,3,0,0,10,2,2,0,0,0,1,4,1,24,5,0,3,0,5
song,妖精村の月誕祭 ～Lunate Elf,東方Project,13.3,132.0,55,0.6704,0.0724,0.5138,0.2776,0.711,11,15,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,14,0,12,1,0,12,0,0
song,幸せになれる隠しコマンドがあるらしい,niconico＆ボーカロイド,14.0,142.0,86,0.6168,0.0959,0.6455,0.2484,0.7147,21,20,14,1,3,6,0,0,3,0,9,3,0,0,18,3,3,19,2,0,6,6,0,0,0,0,5,0,1,7,1,3,0,0,0,5,0,4,0,16,22,0,4,0,17
song,幻想のサテライト,東方Project,14.1,230.0,118,0.7122,0.1516,0.5354,0.4307,0.776,34,11,4,7,12,8,0,0,1,0,29,0,0,8,4,0,4,34,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,1,22,6,0,4,0,0
song,幾四音-Ixion-,オンゲキ＆CHUNITHM,13.3,210.0,117,0.7359,0.2925,0.5062,0.2405,0.8164,23,7,3,30,6,19,0,0,4,0,14,0,2,7,9,2,9,3,4,1,0,2,2,0,0,0,10,0,0,0,0,5,1,0,0,0,9,2,8,11,6,0,1,0,6
song,放課後ストライド,niconico＆ボーカロイド,13.3,225.0,123,0.6326,0.0683,0.4344,0.3509,0.8169,26,44,1,1,9,6,0,0,0,0,10,0,0,8,10,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,21,0,0,25,0,0,0,0
song,敗北の少年,niconico＆ボーカロイド,13.4,185.0,110,0.6339,0.0813,0.6747,0.4034,0.6403,28,34,13,2,2,3,0,0,0,0,5,0,1,0,16,0,1,20,0,0,1,0,0,0,9,0,23,8,0,0,0,4,0,0,2,8,2,6,3,17,29,0,5,0,4
song,日本の米は世界一,POPS＆アニメ,13.3,138.0,62,0.7734,0.0816,0.5572,0.2877,0.8542,24,8,0,1,2,1,0,0,0,0,0,4,0,0,2,5,1,3,2,0,0,0,4,0,0,0,4,0,0,2,0,4,0,0,4,0,0,7,2,19,8,0,14,4,8
song,最終鬼畜妹・一部声,東方Project,13.9,200.0,103,0.6547,0.1961,0.5818,0.3734,0.8767,21,16,5,9,9,13,0,0,0,0,0,0,2,4,2,0,0,26,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,2,0,0,4,12,0,7,0,0,4,0,0
song,木彫り鯰と右肩ゾンビ,niconico＆ボーカロイド,13.6,150.0,87,0.7857,0.0543,0.5194,0.3434,0.852,47,10,4,2,0,1,0,0,3,0,4,6,1,2,2,3,0,25,3,0,2,1,0,0,0,0,10,0,0,7,0,2,0,0,0,2,1,6,0,22,7,0,8,0,5
song,東方スイーツ！～鬼畜姉妹と受難メイド～,東方Project,13.2,179.0,76,0.6553,0.102,0.5797,0.322,0.7678,20,20,2,4,5,0,0,0,0,0,6,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2,0,7,0,17,8,0,2,0,0
song,東方妖々夢 ～the maximum moving about～,東方Project,13.3,196.975,118,0.7179,0.2092,0.3987,0.0851,0.7588,33,17,1,20,3,15,0,0,0,0,6,0,1,0,4,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,2,0,0,0,0,10,15,0,6,25,0,2,0,0
song,極圏,ゲーム＆バラエティ,14.4,207.0,97,0.7035,0.1566,0.5637,0.3456,0.6892,25,19,1,8,10,13,0,0,0,0,4,0,6,11,9,1,2,33,0,0,2,0,0,0,0,0,7,0,0,0,6,4,0,0,0,3,2,6,1,16,12,0,6,1,0
song,火炎地獄,maimai,14.1,216.0,95,0.6081,0.2427,0.4691,0.3504,0.7508,18,16,3,25,1,1,0,0,0,0,0,0,5,0,7,2,2,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,2,6,0,6,2,15,2,3,0,0,0
song,炉心融解,niconico＆ボーカロイド,13.2,165.0,62,0.6434,0.0204,0.4723,0.3831,0.8595,10,14,4,0,2,1,0,0,2,0,4,2,0,2,1,0,2,0,0,0,0,3,0,0,0,0,9,0,1,2,0,0,0,0,0,0,0,2,0,7,2,0,4,0,0
song,炭★坑★節,maimai,13.3,112.0,45,0.5339,0.1101,0.4246,0.614,0.8637,8,11,11,0,1,2,0,0,0,0,0,0,0,0,1,5,0,2,0,0,3,0,0,0,0,0,12,0,0,0,0,2,0,0,0,2,0,14,0,0,2,0,2,0,0
song,片想いサンバ,niconico＆ボーカロイド,13.2,150.0,81,0.6504,0.0252,0.3874,0.3444,0.681,25,21,7,0,0,0,0,0,0,0,0,0,2,3,0,0,0,11,0,2,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,17,9,8,0,4,0,1,2,0,0
song,生きてるおばけは生きている,niconico＆ボーカロイド,13.3,140.0,72,0.8133,0.1691,0.6409,0.3768,0.8594,34,7,1,1,0,9,0,0,0,0,9,0,3,1,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,27,0,39,2,0,0,0,0
song,疾走あんさんぶる,東方Project,13.7,195.0,104,0.7604,0.0898,0.6123,0.3038,0.8594,41,19,2,2,1,11,0,0,0,0,5,0,2,10,3,0,0,15,0,0,2,1,0,0,5,0,8,0,0,0,3,0,1,0,0,11,6,10,2,11,13,0,5,0,0
song,真・ハンサム体操でズンドコホイ,POPS＆アニメ,13.4,140.0,60,0.4413,0.0586,0.3891,0.3448,0.643,7,14,17,1,6,4,2,0,1,0,4,4,0,2,0,0,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,4,0,0,13,1,0,1,0,0
song,空威張りビヘイビア,maimai,13.7,186.0,101,0.7624,0.296,0.5704,0.2259,0.6866,32,5,3,26,6,12,0,0,0,0,5,0,0,0,4,5,2,8,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,3,0,5,9,0,26,14,0,5,0,0
song,終点,niconico＆ボーカロイド,13.7,222.0,102,0.6532,0.0954,0.5406,0.4051,0.6237,32,21,10,3,8,6,3,0,2,0,13,0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,39,4,0,0,2,1,2,0,0,2,8,5,0,28,0,0,0,0,0
song,緋色のDance,東方Project,13.3,155.0,65,0.7175,0.2892,0.4366,0.3921,0.7723,17,6,5,13,0,7,0,0,0,0,6,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,8,0,0,0,0,11,0,0,0,0,2,17,2,3,1,0,8,0,0
song,脳漿炸裂ガール,niconico＆ボーカロイド,14.1,155.0,66,0.6494,0.1393,0.5888,0.3371,0.7258,7,17,3,3,0,4,0,0,0,0,4,9,0,4,0,4,2,2,0,0,5,0,0,0,0,0,30,0,0,4,1,0,0,0,0,9,4,46,0,0,6,0,0,0,4
song,言ノ葉カルマ,maimai,13.4,150.0,84,0.7444,0.1128,0.4633,0.211,0.6334,36,15,3,4,0,3,0,0,0,3,10,0,5,2,3,0,2,8,0,0,0,0,0,0,0,0,18,0,0,0,2,3,5,0,0,3,0,15,2,11,1,0,1,0,0
song,記憶、記録,maimai,13.6,185.0,79,0.7862,0.0252,0.4433,0.4351,0.7224,40,8,0,0,1,2,0,0,0,0,0,0,0,3,1,8,2,12,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,9,1,0,20,0,8,1,0,0,0,0
song,超絶！Superlative,ゲーム＆バラエティ,13.2,200.0,83,0.5844,0.238,0.4576,0.1395,0.7432,11,10,10,19,4,11,0,0,0,0,0,0,2,5,1,0,1,6,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,6,0,0,6,2,9,6,0,1,0,0
song,進捗どうですか？,東方Project,13.6,199.0,102,0.8024,0.0887,0.5956,0.1833,0.7466,61,8,1,6,0,5,0,0,0,0,0,2,1,3,1,0,3,16,0,1,4,0,0,0,0,0,24,0,0,2,0,5,0,0,4,5,0,12,0,43,18,0,4,0,0
song,電車で電車でOPA!OPA!OPA! -GMT mashup-,ゲーム＆バラエティ,13.8,134.0,65,0.6005,0.0412,0.389,0.1555,0.7113,16,10,12,2,2,0,0,0,0,0,7,2,2,1,0,0,2,4,0,2,0,3,3,0,6,0,2,0,3,0,0,3,2,0,1,11,4,5,0,3,24,0,1,0,11
song,響縁,東方Project,13.0,180.0,88,0.6548,0.0991,0.4281,0.348,0.6668,31,6,8,9,4,1,0,0,1,0,11,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,4,2,0,9,0,0,8,0,0
song,頓珍漢の宴,niconico＆ボーカロイド,13.8,145.0,78,0.701,0.11,0.6425,0.5804,0.8035,29,11,1,1,2,0,0,0,0,0,0,0,1,0,3,0,0,11,0,6,0,0,0,0,2,0,20,0,0,0,0,2,0,0,3,9,0,20,0,34,22,0,21,0,13
song,魔法少女になるしかねぇ,ゲーム＆バラエティ,14.0,165.0,90,0.7175,0.0854,0.5495,0.1961,0.7164,38,15,6,0,3,3,0,0,2,0,9,1,1,7,10,0,3,8,0,0,0,1,0,0,0,0,18,2,0,0,4,3,0,0,0,5,5,3,5,22,10,2,10,1,0
song,魔理沙は大変なものを盗んでいきました,東方Project,13.3,170.0,80,0.6533,0.0749,0.4048,0.3298,0.7272,30,21,10,1,1,0,2,0,0,3,2,0,0,5,3,0,2,4,0,0,4,0,0,0,0,0,15,0,0,0,5,0,0,0,0,1,2,10,5,1,4,0,2,0,3
song,麒麟,ゲーム＆バラエティ,14.1,220.0,108,0.6541,0.1564,0.4418,0.2055,0.6896,29,13,7,6,14,10,0,0,0,0,12,6,2,9,2,0,4,2,0,0,1,5,1,0,0,0,12,0,0,0,0,1,0,0,0,1,14,4,0,9,8,0,6,0,0
