scope,song,genre,song_kind,level,bpm,n_bars,function,label_ja,skeleton_top,coverage_mean,coverage_ctrl_mean,extra_ratio_mean,rest_beats_mean,hardness_mean,intensity_mean,notes_per_bar,pool_per_bar,rho_I_hardness,rho_I_density,mode_全采,mode_半采,mode_稀采/空音,mode_加花,mode_静默,mode_混合,cfg_错位,cfg_普通交互,cfg_纵连,cfg_长纵连,cfg_三角交互,cfg_轴交互,cfg_楼梯交互,cfg_逆楼梯/方向盘,cfg_大宇宙,cfg_散点,cfg_跳拍,cfg_定拍,cfg_子弹,cfg_单双/双单,cfg_连续双押,cfg_双押纵,cfg_侧边双押
song,Xevel,オンゲキ＆CHUNITHM,instrumental,14.3,176.0,98,,,drums,0.7574,0.5418,0.1385,0.446,0.6182,0.8156,11.929,6.459,0.2673,0.2439,0.4694,0.0816,0.0204,0.0408,0.0714,0.3163,0.2755,0.4082,0.0,0.0,0.1327,0.0408,0.1531,0.0306,0.1122,0.0102,0.102,0.0,0.0714,0.1224,0.3061,0.0,0.0
song,YU-MU,東方Project,vocal,13.2,160.0,66,,,drums,0.583,0.4655,0.3222,0.75,0.6157,0.7929,8.727,4.106,0.3778,-0.0293,0.1818,0.1667,0.0606,0.3333,0.0,0.2576,0.1667,0.1212,0.0303,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.1212,0.1515,0.3788,0.0,0.0
song,awake,ゲーム＆バラエティ,vocal,13.2,170.0,56,,,drums,0.7744,0.4853,0.0203,0.688,0.5763,0.8227,6.982,5.161,0.1585,0.0323,0.5179,0.1429,0.0179,0.0,0.0893,0.2321,0.2321,0.0,0.0893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571,0.0,0.1429,0.1429,0.0714,0.0,0.0357
song,connecting with you,maimai,vocal,13.2,155.0,91,,,drums,0.6876,0.5024,0.1128,0.788,0.5665,0.7233,9.341,5.802,0.3736,0.5937,0.3187,0.1648,0.033,0.0659,0.022,0.3956,0.044,0.1538,0.0,0.0,0.1429,0.0,0.1319,0.0,0.0,0.0,0.033,0.0,0.2418,0.2527,0.3956,0.0,0.0
song,maiム・maiム feat.週刊少年マガジン,maimai,vocal,13.2,140.0,72,,,drums,0.6989,0.2225,0.0468,0.76,0.469,0.7309,9.5,6.458,-0.1726,0.0603,0.3333,0.2639,0.0556,0.0278,0.0,0.3194,0.0833,0.1528,0.0417,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0833,0.0,0.2222,0.2222,0.1944,0.0417,0.0556
song,sweet little sister,東方Project,vocal,13.4,168.0,87,,,drums,0.6267,0.3225,0.0268,0.891,0.5658,0.6723,7.092,6.402,0.1918,0.3574,0.2299,0.3793,0.0575,0.0,0.023,0.3103,0.1379,0.4253,0.0,0.0,0.046,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.1839,0.0,0.0115
song,taboo tears you up,東方Project,vocal,13.4,180.0,103,,,drums,0.707,0.5442,0.1802,0.755,0.6142,0.6353,9.097,4.631,0.226,0.3694,0.4078,0.1165,0.0194,0.1359,0.0583,0.2621,0.1359,0.3689,0.0388,0.0,0.068,0.0,0.0583,0.0,0.0583,0.0097,0.0194,0.0,0.1262,0.0194,0.4369,0.0388,0.0
song,【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,東方Project,vocal,13.4,168.0,97,,,drums,0.6276,0.3413,0.1273,0.941,0.5277,0.7616,8.773,5.66,0.1815,0.39,0.2371,0.2268,0.0928,0.0722,0.0515,0.3196,0.0825,0.1031,0.0206,0.0206,0.0103,0.0103,0.0,0.0,0.0206,0.0206,0.0515,0.1237,0.1753,0.1031,0.3093,0.1237,0.0
song,おこちゃま戦争,niconico＆ボーカロイド,vocal,13.3,175.0,86,,,drums,0.7738,0.6158,0.1138,0.655,0.4712,0.7376,8.605,5.372,0.3183,0.4777,0.5349,0.0814,0.0233,0.0349,0.0116,0.314,0.093,0.1512,0.0581,0.0,0.0,0.0,0.0,0.0116,0.0,0.0116,0.1047,0.0,0.1744,0.1163,0.2558,0.0,0.0233
song,おちゃめ機能,niconico＆ボーカロイド,vocal,13.6,150.0,56,,,drums,0.7977,0.5699,0.0787,0.504,0.4956,0.7108,8.911,6.268,0.0616,0.0309,0.5536,0.0893,0.0357,0.0,0.0,0.3214,0.0357,0.625,0.0714,0.0,0.0893,0.0357,0.0357,0.0,0.0357,0.0,0.1429,0.0,0.375,0.0,0.1607,0.0357,0.0179
song,しねばいいのに,niconico＆ボーカロイド,vocal,13.0,138.0,65,,,drums,0.3849,0.2383,0.0349,1.454,0.6189,0.8483,7.369,5.585,0.2632,0.5151,0.0308,0.1077,0.3692,0.0154,0.0923,0.3846,0.0,0.1385,0.0308,0.0,0.0,0.0,0.0,0.0615,0.0,0.0,0.0,0.0923,0.0769,0.0923,0.3538,0.0462,0.0
song,すーぱーぬこになりたい,niconico＆ボーカロイド,vocal,13.7,194.0,96,,,drums,0.7445,0.2583,0.1423,0.716,0.5762,0.7571,9.344,5.667,-0.1269,0.0626,0.4062,0.1875,0.0521,0.0312,0.0,0.3229,0.2083,0.0417,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1562,0.0,0.1979,0.0417,0.4688,0.0625,0.0
song,どういうことなの！？,niconico＆ボーカロイド,vocal,13.4,175.0,84,,,drums,0.7613,0.3038,0.1351,0.789,0.4811,0.7215,7.071,4.512,0.1009,0.0857,0.381,0.119,0.0357,0.0595,0.0238,0.381,0.0595,0.2262,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548,0.0,0.1071,0.1905,0.0714,0.0,0.0
song,どうしてこうなった,niconico＆ボーカロイド,vocal,13.7,180.0,101,,,drums,0.7818,0.3894,0.0395,0.814,0.4349,0.7486,9.248,7.614,0.113,0.1266,0.5842,0.0594,0.0297,0.0,0.0594,0.2673,0.198,0.495,0.0099,0.0,0.1188,0.0099,0.0495,0.0,0.0495,0.0396,0.1188,0.0,0.3069,0.0792,0.2475,0.0297,0.0
song,にじよめちゃん体操第一億,POPS＆アニメ,vocal,13.8,120.0,50,,,drums,0.6081,0.3966,0.1193,1.008,0.4763,0.794,9.38,5.08,-0.0738,-0.1405,0.24,0.2,0.08,0.12,0.04,0.32,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.02,0.12,0.28,0.16,0.0
song,ぽっぴっぽー,niconico＆ボーカロイド,vocal,13.3,150.0,61,,,vocals,0.778,0.4655,0.0136,0.689,0.404,0.4724,8.311,5.066,-0.0963,-0.0039,0.4918,0.1148,0.0164,0.0,0.0,0.377,0.1967,0.1967,0.0656,0.0,0.0164,0.0,0.0,0.0,0.0,0.0492,0.2459,0.0,0.4918,0.0328,0.1803,0.0164,0.0656
song,アンハッピーリフレイン,niconico＆ボーカロイド,vocal,13.4,205.0,94,,,drums,0.7126,0.5587,0.1318,1.037,0.5555,0.8502,8.043,5.34,0.105,0.4073,0.4255,0.1702,0.0532,0.0957,0.0213,0.234,0.3617,0.117,0.0745,0.0,0.0106,0.0,0.0106,0.0,0.0106,0.0,0.3085,0.0,0.1277,0.0,0.2766,0.0213,0.0319
song,アージェントシンメトリー,maimai,instrumental,13.5,172.0,91,,,drums,0.6084,0.425,0.1496,1.231,0.6538,0.7861,8.198,4.692,0.3154,0.1873,0.2088,0.1868,0.033,0.022,0.1429,0.4066,0.0879,0.0989,0.0,0.0,0.011,0.0,0.033,0.0,0.0,0.0,0.1648,0.0,0.1319,0.044,0.3846,0.0,0.0549
song,ウサテイ,東方Project,vocal,14.0,190.0,81,,,drums,0.7587,0.6142,0.0801,0.747,0.3288,0.8235,7.975,6.136,-0.0065,0.327,0.5309,0.1358,0.0617,0.0,0.0123,0.2593,0.1481,0.4198,0.0494,0.0,0.0,0.0988,0.0988,0.0,0.0,0.0,0.1235,0.0988,0.4321,0.1111,0.0,0.0,0.0
song,ウッーウッーウマウマ(ﾟ∀ﾟ),POPS＆アニメ,vocal,13.4,164.73,66,,,drums,0.7077,0.5621,0.0463,0.761,0.6345,0.7669,8.212,5.879,0.3922,0.1606,0.3485,0.3636,0.0,0.0152,0.0303,0.2424,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,0.0,0.1515,0.303,0.4848,0.0,0.1667
song,オモイヨシノ,ゲーム＆バラエティ,vocal,13.3,168.0,93,,,drums,0.6837,0.2362,0.1498,0.984,0.3591,0.7905,7.258,4.914,0.2301,0.1901,0.3548,0.129,0.0,0.1075,0.1505,0.2581,0.0968,0.2796,0.0538,0.0,0.0215,0.0,0.0645,0.0215,0.0,0.0,0.2151,0.0,0.1828,0.0,0.1075,0.0215,0.0
song,ガチャガチャきゅ～と・ふぃぎゅ@メイト,POPS＆アニメ,vocal,13.2,178.0,92,,,drums,0.6396,0.3571,0.0478,1.207,0.6724,0.7326,7.5,5.522,0.1618,0.2932,0.337,0.25,0.087,0.0109,0.0761,0.2391,0.0435,0.0652,0.0435,0.0,0.0109,0.0,0.0,0.0,0.0,0.0217,0.0,0.0,0.2174,0.087,0.413,0.0761,0.0
song,キミノヨゾラ哨戒班,niconico＆ボーカロイド,vocal,13.0,185.0,90,,,drums,0.7884,0.359,0.068,0.578,0.4261,0.7678,8.233,5.733,0.4682,0.4378,0.5111,0.1667,0.0,0.0333,0.0333,0.2556,0.1778,0.2222,0.0,0.0,0.0111,0.0,0.0222,0.0,0.0,0.0,0.0556,0.0333,0.2556,0.1222,0.1667,0.0,0.0556
song,キレキャリオン,niconico＆ボーカロイド,vocal,13.1,170.0,86,,,drums,0.7335,0.3558,0.1076,0.715,0.5848,0.7526,8.314,5.163,0.2903,0.3262,0.4535,0.1047,0.0698,0.0465,0.0698,0.2558,0.2907,0.1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.4419,0.1628,0.5698,0.0,0.0698
song,ギリギリ最強あいまいみー！,POPS＆アニメ,vocal,13.7,185.0,79,,,drums,0.7119,0.5635,0.1099,0.684,0.5392,0.8464,9.557,5.051,0.4194,0.1493,0.4304,0.1266,0.0506,0.1013,0.038,0.2532,0.2278,0.1519,0.0,0.0506,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.038,0.0633,0.1266,0.5063,0.1139,0.0506
song,クノイチでも恋がしたい,niconico＆ボーカロイド,vocal,13.4,185.0,101,,,drums,0.659,0.4259,0.0825,0.896,0.5498,0.8051,8.465,5.851,0.2277,0.4395,0.297,0.2079,0.0891,0.0198,0.0396,0.3465,0.1584,0.0594,0.0,0.0,0.0297,0.0,0.0,0.0,0.0,0.0,0.1188,0.0,0.1485,0.198,0.4158,0.0693,0.0297
song,コトバ・カラフル,ゲーム＆バラエティ,vocal,13.7,169.0,60,,,drums,0.7316,0.5524,0.0327,0.869,0.6097,0.8588,9.583,5.733,0.2519,-0.1315,0.45,0.1333,0.0333,0.0167,0.0167,0.35,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1167,0.0,0.25,0.0167,0.7333,0.0167,0.0667
song,ジンギスカン,POPS＆アニメ,vocal,13.3,150.0,81,,,drums,0.7108,0.5153,0.0621,0.778,0.5679,0.69,9.284,6.173,0.0071,-0.2227,0.4691,0.2346,0.037,0.0247,0.0247,0.2099,0.4444,0.0988,0.0864,0.037,0.0,0.0247,0.0247,0.0,0.0247,0.0,0.0123,0.0,0.1975,0.1235,0.3457,0.0988,0.0864
song,ジングルベル,maimai,vocal,14.4,100.0,38,,,drums,0.7917,0.497,0.3295,0.47,0.4412,0.8142,17.053,9.211,-0.3182,0.0214,0.2105,0.0,0.0263,0.1053,0.0,0.6579,0.2368,0.6579,0.0526,0.0,0.1316,0.0,0.1579,0.0526,0.0263,0.0789,0.2368,0.0526,0.6053,0.1053,0.2368,0.0,0.0263
song,ストリーミングハート,niconico＆ボーカロイド,vocal,13.3,210.0,114,,,drums,0.733,0.1423,0.1632,0.654,0.4824,0.75,6.509,3.781,0.411,0.489,0.3421,0.0877,0.0351,0.0877,0.0351,0.4123,0.0526,0.114,0.0,0.0526,0.0,0.0,0.0175,0.0,0.0351,0.0,0.2456,0.0,0.2018,0.0965,0.2368,0.0439,0.0
song,セガサターン起動音[H.][Remix],ゲーム＆バラエティ,instrumental,13.0,148.0,47,,,drums,0.5797,0.4545,0.1339,0.711,0.5944,0.8495,7.83,5.319,-0.1931,0.2368,0.0851,0.2766,0.0213,0.1064,0.0638,0.4468,0.0426,0.2766,0.0426,0.0,0.0213,0.0,0.1277,0.0,0.0,0.0,0.0851,0.0,0.1489,0.0,0.0638,0.0426,0.0426
song,ソーラン☆節,maimai,vocal,13.4,145.0,54,,,drums,0.6485,0.3072,0.1291,0.773,0.4546,0.8056,7.667,5.778,0.2118,0.4022,0.3333,0.1481,0.0926,0.0741,0.0185,0.3333,0.1852,0.2778,0.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.2593,0.0,0.1667,0.0,0.037,0.0,0.1296
song,ダンスロボットダンス,niconico＆ボーカロイド,vocal,13.3,190.0,113,,,drums,0.6033,0.5001,0.0932,1.022,0.5818,0.6958,7.31,4.142,0.3561,0.3462,0.2124,0.1593,0.115,0.0619,0.0354,0.4159,0.0177,0.0885,0.0531,0.0,0.0,0.0354,0.0,0.0,0.0,0.0,0.0354,0.0,0.115,0.0265,0.354,0.1681,0.0531
song,デッドレッドガールズ,niconico＆ボーカロイド,vocal,13.8,230.0,127,,,drums,0.7839,0.4904,0.1647,0.52,0.523,0.8522,7.22,4.126,0.3695,0.2677,0.5433,0.063,0.0079,0.0866,0.0945,0.2047,0.126,0.0787,0.0,0.0,0.0472,0.0,0.0,0.0,0.0,0.0,0.0157,0.0236,0.2047,0.0472,0.2126,0.0551,0.0
song,ドーナツホール,niconico＆ボーカロイド,vocal,13.6,252.0,143,,,drums,0.782,0.6507,0.0865,0.601,0.5923,0.7547,6.531,3.699,0.1794,0.1895,0.4196,0.042,0.0769,0.014,0.021,0.4266,0.1259,0.028,0.0,0.0,0.0,0.0,0.042,0.042,0.0559,0.0,0.0,0.0,0.028,0.3357,0.2657,0.0,0.1049
song,ナイト・オブ・ナイツ,東方Project,instrumental,13.3,180.0,80,,,drums,0.8118,0.7309,0.0924,0.4,0.5016,0.6576,8.438,6.85,0.2024,0.4312,0.575,0.125,0.0625,0.0,0.0,0.2375,0.0,0.6375,0.0,0.0,0.1,0.0,0.0375,0.025,0.025,0.0875,0.175,0.0,0.1375,0.0625,0.0625,0.0,0.025
song,ネクロファンタジア～Arr.Demetori,東方Project,instrumental,13.8,180.0,109,,,drums,0.6154,0.5107,0.0922,0.867,0.5626,0.6471,8.908,6.688,0.3295,0.2419,0.2569,0.3394,0.1009,0.0275,0.0092,0.2661,0.156,0.1009,0.0826,0.0,0.0183,0.0183,0.0092,0.0,0.0092,0.0,0.1651,0.0,0.1009,0.1927,0.367,0.1101,0.0
song,ハート・ビート,オンゲキ＆CHUNITHM,vocal,13.4,212.0,125,,,drums,0.6852,0.2799,0.1018,0.956,0.4199,0.7288,6.544,4.344,0.2707,0.2913,0.328,0.168,0.048,0.016,0.064,0.376,0.056,0.088,0.04,0.0,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.224,0.032,0.152,0.0,0.0
song,ピーマンたべたら,maimai,vocal,13.7,178.0,73,,,drums,0.6562,0.5212,0.1864,0.723,0.4503,0.7724,9.466,6.192,0.2118,0.0274,0.2603,0.1781,0.1233,0.1644,0.0137,0.2603,0.0548,0.1781,0.0274,0.0,0.0274,0.0548,0.0685,0.0,0.1507,0.0,0.1781,0.0,0.1233,0.0548,0.3288,0.0411,0.0
song,フキゲンワルツ,niconico＆ボーカロイド,vocal,13.2,210.0,121,,,drums,0.7042,0.3785,0.1324,0.722,0.5057,0.4479,6.413,3.372,0.2289,-0.0833,0.2893,0.1653,0.0496,0.0496,0.0331,0.4132,0.0083,0.0579,0.0413,0.0,0.0579,0.0,0.0,0.0,0.0,0.0,0.0661,0.0,0.0744,0.1405,0.281,0.0165,0.0165
song,ユビキリ,maimai,vocal,13.3,174.0,84,,,drums,0.5627,0.4119,0.1414,1.095,0.5848,0.8482,7.643,4.179,0.5268,0.4891,0.1667,0.1667,0.1548,0.119,0.0595,0.3333,0.0833,0.0357,0.0357,0.0,0.0,0.0,0.0595,0.0,0.0,0.0,0.0,0.0357,0.119,0.0714,0.2619,0.0714,0.0357
song,リンカーネイション,niconico＆ボーカロイド,vocal,13.8,185.0,99,,,drums,0.7618,0.4505,0.1457,0.556,0.5016,0.6826,8.697,5.182,0.3343,0.2635,0.4444,0.1313,0.0303,0.0505,0.0404,0.303,0.1616,0.3131,0.0404,0.0202,0.0202,0.0,0.0505,0.0303,0.0303,0.0,0.0404,0.0,0.1111,0.0404,0.3939,0.0707,0.0
song,ロストワンの号哭,niconico＆ボーカロイド,vocal,13.6,162.0,87,,,drums,0.7647,0.6357,0.2835,0.517,0.4742,0.4667,10.874,5.011,0.5189,-0.0025,0.2529,0.023,0.0115,0.1609,0.0,0.5517,0.2529,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3678,0.0,0.2069,0.1379,0.2989,0.0,0.0
song,ローリンガール,niconico＆ボーカロイド,vocal,13.2,195.0,96,,,drums,0.6111,0.2919,0.2092,1.078,0.5288,0.8079,5.656,3.635,0.2112,0.0591,0.1771,0.1458,0.1562,0.1458,0.0417,0.3333,0.1042,0.1146,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.1042,0.125,0.0,0.0208
song,ワールズエンド・ダンスホール,niconico＆ボーカロイド,vocal,13.0,171.0,68,,,vocals,0.7032,0.5177,0.063,0.89,0.3531,0.8717,6.824,4.941,-0.0537,0.2034,0.4265,0.0882,0.1176,0.0,0.0,0.3676,0.0,0.1029,0.0588,0.0,0.0,0.0294,0.0,0.0,0.0,0.0147,0.0294,0.0,0.2941,0.0588,0.2353,0.0,0.1324
song,僕は空気が嫁ない,niconico＆ボーカロイド,instrumental,13.5,192.0,89,,,drums,0.7388,0.2723,0.2336,0.753,0.5949,0.7244,8.652,4.225,0.4176,0.4405,0.3708,0.191,0.0449,0.1573,0.0112,0.2247,0.1348,0.1573,0.0449,0.0,0.0337,0.0112,0.0,0.0,0.0,0.0,0.2022,0.1348,0.4494,0.1348,0.3708,0.1348,0.0
song,光線チューニング,オンゲキ＆CHUNITHM,vocal,13.7,190.0,112,,,drums,0.6416,0.4294,0.0973,0.919,0.5893,0.7156,8.33,5.045,0.4615,0.09,0.2946,0.1339,0.125,0.0982,0.0446,0.3036,0.1875,0.1607,0.0089,0.0,0.0446,0.0,0.0179,0.0,0.0,0.0179,0.1071,0.0,0.1161,0.1429,0.3482,0.0268,0.0
song,円舞曲、君に,ゲーム＆バラエティ,vocal,13.3,128.0,58,,,drums,0.6149,0.2515,0.1672,0.928,0.4654,0.6195,6.793,4.328,0.2539,0.3984,0.2414,0.0172,0.1552,0.1034,0.1034,0.3793,0.1897,0.1034,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2241,0.0,0.0345,0.069,0.0862,0.0,0.0172
song,初音ミクの消失,niconico＆ボーカロイド,vocal,13.9,240.0,133,,,drums,0.6855,0.6116,0.1727,0.6,0.5092,0.7662,7.226,4.391,0.5176,0.5468,0.2331,0.1278,0.1053,0.1203,0.0376,0.3759,0.0677,0.2857,0.1504,0.0526,0.0752,0.0,0.0301,0.0,0.0,0.0,0.0075,0.0376,0.2105,0.0376,0.0977,0.0677,0.0
song,初音ミクの激唱,niconico＆ボーカロイド,vocal,14.5,200.0,119,,,drums,0.7464,0.3872,0.2204,0.567,0.5203,0.773,7.008,3.252,0.4891,0.6475,0.1681,0.0504,0.0252,0.2017,0.2437,0.3109,0.0924,0.3697,0.1849,0.0,0.1513,0.0168,0.1345,0.0,0.1092,0.0252,0.0,0.0,0.0252,0.0168,0.0504,0.0,0.0
song,前前前世,POPS＆アニメ,vocal,13.0,190.0,84,,,drums,0.7558,0.4424,0.2153,0.628,0.4868,0.8188,8.298,4.524,-0.1094,0.1404,0.369,0.0952,0.0238,0.0833,0.0238,0.4048,0.119,0.1548,0.0595,0.0476,0.0,0.0,0.0238,0.0,0.0,0.0238,0.0357,0.0,0.2381,0.0714,0.2976,0.0119,0.0
song,厨病激発ボーイ,niconico＆ボーカロイド,vocal,13.8,190.0,110,,,drums,0.7775,0.411,0.2096,0.658,0.55,0.776,8.436,4.464,0.1565,0.2333,0.3182,0.0545,0.0545,0.0727,0.0909,0.4091,0.4091,0.1727,0.0545,0.0,0.0091,0.0,0.0273,0.0,0.0,0.0,0.0818,0.0,0.2636,0.0273,0.1273,0.0091,0.0091
song,右肩の蝶,niconico＆ボーカロイド,vocal,13.1,140.0,85,,,drums,0.537,0.3988,0.0523,1.374,0.5265,0.6547,8.906,7.047,0.4661,0.4224,0.1529,0.3529,0.1412,0.0,0.0941,0.2588,0.2235,0.0706,0.0941,0.0235,0.0235,0.0,0.0824,0.0,0.0235,0.0,0.0353,0.0,0.1412,0.2941,0.4353,0.0706,0.0235
song,咲キ誇レ常世ノ華,maimai,vocal,13.5,170.0,109,,,drums,0.7024,0.1919,0.127,0.816,0.4474,0.7457,7.376,4.257,0.273,0.413,0.3211,0.1284,0.0459,0.055,0.0826,0.367,0.0459,0.1376,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367,0.0,0.1009,0.2294,0.2844,0.0,0.0
song,四月の雨,maimai,instrumental,13.9,79.0,40,,,drums,0.6042,0.222,0.137,0.844,0.6671,0.7643,15.85,11.2,-0.012,0.3206,0.225,0.2,0.0,0.025,0.0,0.55,0.925,0.3,0.075,0.0,0.025,0.05,0.025,0.025,0.05,0.0,0.1,0.0,0.25,0.025,0.0,0.0,0.0
song,回レ！雪月花,POPS＆アニメ,vocal,13.3,160.0,59,,,drums,0.7706,0.6181,0.0899,0.627,0.5284,0.7024,11.271,5.881,-0.1411,0.1612,0.4915,0.1186,0.0847,0.0508,0.0,0.2542,0.1017,0.1186,0.0,0.0,0.0,0.0339,0.0508,0.0,0.0,0.0,0.1864,0.0,0.0678,0.2712,0.5085,0.0169,0.0169
song,夜咄ディセイブ,niconico＆ボーカロイド,vocal,13.8,260.0,123,,,drums,0.6701,0.4029,0.151,1.076,0.4156,0.7427,5.163,3.829,0.3606,0.2919,0.2846,0.1382,0.0569,0.122,0.0569,0.3415,0.1382,0.2033,0.0,0.0,0.0081,0.0,0.0244,0.0,0.0,0.0,0.0569,0.0,0.0325,0.0,0.0163,0.0,0.0
song,夜明けまであと３秒,ゲーム＆バラエティ,instrumental,14.0,177.0,97,,,drums,0.8309,0.4219,0.3369,0.307,0.6084,0.6364,9.918,4.412,0.3651,-0.0067,0.4124,0.0206,0.0309,0.3299,0.0206,0.1856,0.3196,0.3711,0.0,0.0,0.0412,0.0,0.0206,0.0,0.0206,0.0825,0.0619,0.1134,0.0825,0.1443,0.2887,0.0,0.0309
song,妖精村の月誕祭 ～Lunate Elf,東方Project,instrumental,13.3,132.0,55,,,drums,0.6691,0.535,0.0724,0.759,0.5313,0.711,11.018,7.636,0.6381,0.5329,0.2,0.2,0.0545,0.0,0.0,0.5455,0.2545,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091,0.0,0.2182,0.5818,0.3273,0.0,0.0364
song,幸せになれる隠しコマンドがあるらしい,niconico＆ボーカロイド,vocal,14.0,142.0,86,,,drums,0.6197,0.2998,0.0959,0.756,0.5361,0.7147,9.884,6.744,0.366,0.5472,0.2442,0.2674,0.1744,0.0116,0.0349,0.2674,0.1395,0.1279,0.0,0.0,0.0,0.0465,0.0,0.0349,0.0,0.0,0.0698,0.0,0.0581,0.2674,0.314,0.0581,0.0698
song,幻想のサテライト,東方Project,vocal,14.1,230.0,124,,,drums,0.6977,0.2813,0.1516,0.849,0.4673,0.7549,6.855,3.71,0.7454,0.6637,0.2742,0.129,0.0403,0.0565,0.1452,0.3548,0.25,0.1532,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0645,0.2742,0.1774,0.0081,0.0
song,幾四音-Ixion-,オンゲキ＆CHUNITHM,vocal,13.3,210.0,123,,,drums,0.7289,0.2823,0.2925,0.5,0.4532,0.8122,6.455,3.211,0.1799,0.205,0.187,0.0488,0.0488,0.2439,0.0976,0.374,0.0,0.2439,0.0488,0.0,0.0163,0.0732,0.0244,0.0,0.0163,0.0,0.0163,0.0,0.0813,0.0,0.187,0.0407,0.0163
song,放課後ストライド,niconico＆ボーカロイド,vocal,13.3,225.0,124,,,drums,0.6254,0.3696,0.0683,1.254,0.4963,0.8125,5.71,5.097,-0.0266,0.3428,0.2097,0.2177,0.0323,0.0081,0.0806,0.4516,0.2581,0.1774,0.0,0.0,0.0,0.0484,0.0,0.0,0.0,0.0,0.1129,0.0,0.0161,0.0,0.0,0.0,0.0
song,敗北の少年,niconico＆ボーカロイド,vocal,13.4,185.0,110,,,drums,0.6339,0.477,0.0813,0.877,0.6764,0.6403,8.8,6.145,-0.2977,-0.0835,0.2545,0.3182,0.1273,0.0182,0.0182,0.2636,0.2727,0.0636,0.0727,0.0,0.0091,0.0,0.0,0.0,0.0091,0.0,0.0545,0.0727,0.3364,0.2,0.2727,0.0182,0.0
song,日本の米は世界一,POPS＆アニメ,vocal,13.3,138.0,64,,,drums,0.7612,0.516,0.0816,0.609,0.6429,0.8424,11.031,5.859,0.2106,0.2625,0.375,0.1406,0.0156,0.0156,0.0625,0.3906,0.3125,0.0938,0.0,0.0,0.0156,0.0,0.0312,0.0,0.0469,0.0,0.2031,0.0,0.0469,0.0781,0.5625,0.0156,0.0781
song,最終鬼畜妹・一部声,東方Project,vocal,13.9,200.0,110,,,drums,0.6263,0.2723,0.1961,1.059,0.5807,0.8421,7.645,3.855,0.2799,0.2398,0.1818,0.1364,0.1091,0.0818,0.1455,0.3455,0.1818,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818,0.1636,0.2182,0.0273,0.0
song,木彫り鯰と右肩ゾンビ,niconico＆ボーカロイド,vocal,13.6,150.0,87,,,drums,0.7857,0.372,0.0543,0.671,0.5187,0.852,10.632,6.471,0.4724,0.1997,0.5402,0.1379,0.046,0.023,0.0,0.2529,0.1149,0.1494,0.023,0.0,0.0115,0.0805,0.0345,0.0,0.0,0.0,0.1034,0.0,0.1724,0.2874,0.4023,0.1724,0.0345
song,東方スイーツ！～鬼畜姉妹と受難メイド～,東方Project,vocal,13.2,179.0,77,,,drums,0.6468,0.3914,0.102,1.272,0.5713,0.7665,7.169,4.662,0.3434,0.2829,0.2597,0.2468,0.026,0.0519,0.0779,0.3377,0.2468,0.0,0.0,0.0,0.0,0.0519,0.0,0.0,0.0,0.0,0.1299,0.0,0.1169,0.026,0.3506,0.026,0.0
song,東方妖々夢 ～the maximum moving about～,東方Project,vocal,13.3,196.975,118,,,drums,0.7179,0.3537,0.2092,0.893,0.4278,0.7588,6.61,3.712,0.3831,0.2799,0.2797,0.161,0.0424,0.1695,0.0254,0.322,0.1271,0.2458,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.1017,0.0,0.1525,0.0,0.1017,0.0169,0.0169
song,極圏,ゲーム＆バラエティ,instrumental,14.4,207.0,100,,,drums,0.6882,0.4337,0.1566,0.503,0.5893,0.6781,9.79,5.65,0.6456,0.4391,0.25,0.13,0.01,0.08,0.13,0.4,0.21,0.28,0.03,0.01,0.06,0.01,0.02,0.0,0.04,0.02,0.09,0.0,0.07,0.27,0.35,0.03,0.01
