谱,定数,BPM,小节,时刻s,手,落键,任务类型,星星终点,BREAK,同键连续串长,同刻另一手,同刻note数,本手上一落键,本手上一类型,上一落键环距,距上一落键_拍,本手下一落键,另一手被钉,谱内位置五等分
1442-ブリキノダンス-remas,13.4,172,2,3.8372,R,7,tap,,0,1,L6(tap),2,7,tap,0,1.0,4,,1
1442-ブリキノダンス-remas,13.4,172,18,25.1163,R,7,tap,,0,1,L6(tap),2,4,slide,3,1.0,7,,1
1442-ブリキノダンス-remas,13.4,172,18,25.2907,R,7,tap,,0,1,L6(tap),2,7,tap,0,0.5,8,,1
1442-ブリキノダンス-remas,13.4,172,34,47.4419,L,2,tap,,0,1,R3(tap),2,5,slide,3,1.0,2,,2
1442-ブリキノダンス-remas,13.4,172,34,47.6163,L,2,tap,,0,1,R3(tap),2,2,tap,0,0.5,1,,2
1442-ブリキノダンス-remas,13.4,172,41,58.2558,L,2,tap,,0,1,R3(tap),2,1,hold,1,5.0,2,,3
1442-ブリキノダンス-remas,13.4,172,41,58.4302,L,2,tap,,0,1,R3(tap),2,2,tap,0,0.5,5,,3
1442-ブリキノダンス-remas,13.4,172,42,58.9535,R,7,tap,,0,1,L6(tap),2,4,tap,3,0.5,7,,3
1442-ブリキノダンス-remas,13.4,172,42,59.1279,R,7,tap,,0,1,L6(tap),2,7,tap,0,0.5,8,,3
1442-ブリキノダンス-remas,13.4,172,67,94.7093,L,3,tap,,0,1,,1,4,tap,1,0.5,4,,4
1457-KISS CANDY FLAVOR-mas,13.4,146,5,8.4247,L,3,tap,,0,1,,1,1,tap,2,1.0,4,hold:2>None,1
1457-KISS CANDY FLAVOR-mas,13.4,146,7,11.7123,R,6,tap,,0,1,,1,8,tap,2,1.0,5,hold:7>None,1
1457-KISS CANDY FLAVOR-mas,13.4,146,9,14.7945,L,2,hold,,0,1,,1,8,tap,2,1.0,6,,1
1457-KISS CANDY FLAVOR-mas,13.4,146,22,37.3973,L,3,tap,,0,1,,1,6,hold,3,3.0,4,hold:2>None,2
1457-KISS CANDY FLAVOR-mas,13.4,146,26,43.9726,R,6,star,,0,1,L3(slide),2,3,star,3,1.0,1,slide:8>3,2
1457-KISS CANDY FLAVOR-mas,13.4,146,26,43.9726,L,3,slide,6,0,1,R6(star),2,8,slide,3,1.0,6,,2
1457-KISS CANDY FLAVOR-mas,13.4,146,30,50.5479,R,7,tap,,0,1,,1,2,hold,3,3.0,8,hold:6>None,2
1457-KISS CANDY FLAVOR-mas,13.4,146,80,133.3562,L,3,slide,6,0,1,R2(slide),2,6,slide,3,2.0,8,slide:2>7,5
1473-Magical Flavor-mas,13.3,98,30,73.7755,L,2,star,,0,1,,1,6,tap,4,1.167,7,hold:1>None,4
1473-Magical Flavor-mas,13.3,98,30,74.3878,L,2,slide,7,0,1,,1,7,tap,3,0.5,8,hold:1>None,4
148-Beat of getting entangled-mas,13.8,140,3,5.4643,R,7,hold,,0,1,,1,4,slide,3,0.75,3,,1
148-Beat of getting entangled-mas,13.8,140,4,7.5,R,7,hold,,0,1,,1,3,hold,4,1.5,3,,1
148-Beat of getting entangled-mas,13.8,140,10,17.1429,L,2,hold,,0,1,,1,8,tap,2,4.25,6,,1
148-Beat of getting entangled-mas,13.8,140,13,22.5,L,2,tap,,0,1,R3(tap),2,7,tap,3,1.5,1,,1
148-Beat of getting entangled-mas,13.8,140,13,23.25,R,7,tap,,0,2,L6(tap),2,5,tap,2,0.5,8,,1
148-Beat of getting entangled-mas,13.8,140,14,24.0,L,2,hold,,0,1,,1,7,tap,3,1.25,6,,2
148-Beat of getting entangled-mas,13.8,140,17,29.7857,R,6,hold,,0,1,,1,2,hold,4,1.5,3,,2
148-Beat of getting entangled-mas,13.8,140,20,34.7143,L,3,slide,7,0,1,,1,8,tap,3,2.25,6,,2
148-Beat of getting entangled-mas,13.8,140,20,35.5714,L,3,tap,,0,1,R2(star),2,8,tap,3,0.75,4,slide:2>6,2
148-Beat of getting entangled-mas,13.8,140,23,41.5714,R,6,slide,2,0,1,,1,1,tap,3,2.25,3,,2
148-Beat of getting entangled-mas,13.8,140,25,43.5,R,7,hold,,0,1,,1,3,hold,4,1.5,2,,2
148-Beat of getting entangled-mas,13.8,140,26,46.7143,L,2,slide,6,0,1,R8(hold),2,8,tap,2,2.0,6,hold:8>None,2
148-Beat of getting entangled-mas,13.8,140,28,49.0714,L,2,tap,,0,1,,1,5,tap,3,1.25,8,,3
148-Beat of getting entangled-mas,13.8,140,31,54.2143,R,7,tap,,0,1,,1,2,slide,3,1.5,4,,3
148-Beat of getting entangled-mas,13.8,140,34,59.5714,L,2,tap,,0,1,R3(tap),2,6,hold,4,1.25,8,,3
148-Beat of getting entangled-mas,13.8,140,35,60.6429,R,7,tap,,1,1,,1,3,tap,4,0.75,7,slide:7>3,3
148-Beat of getting entangled-mas,13.8,140,35,60.75,R,7,slide,4,0,1,,1,7,tap,0,0.25,2,,3
148-Beat of getting entangled-mas,13.8,140,36,62.3571,R,6,hold,,0,1,,1,2,hold,4,1.5,2,,3
148-Beat of getting entangled-mas,13.8,140,37,64.3929,R,7,hold,,0,1,,1,5,slide,2,1.25,4,slide:5>1,3
148-Beat of getting entangled-mas,13.8,140,37,65.1429,L,3,hold,,0,1,,1,6,tap,3,1.0,7,,3
148-Beat of getting entangled-mas,13.8,140,48,82.9286,R,6,tap,,0,1,,1,1,slide,3,1.5,5,,4
148-Beat of getting entangled-mas,13.8,140,58,100.7143,L,2,hold,,0,1,,1,6,tap,4,1.25,6,,5
148-Beat of getting entangled-mas,13.8,140,60,104.5714,L,2,slide,7,0,1,,1,6,tap,4,1.0,8,,5
148-Beat of getting entangled-mas,13.8,140,62,106.7143,L,3,slide,6,0,1,,1,1,tap,2,1.0,6,,5
148-Beat of getting entangled-mas,13.8,140,64,110.7857,R,6,tap,,0,1,,1,2,hold,4,1.5,1,,5
148-Beat of getting entangled-mas,13.8,140,67,115.5,R,7,hold,,0,1,,1,3,hold,4,1.5,8,,5
148-Beat of getting entangled-remas,14.5,140,9,17.1429,R,7,slide,3,0,1,,1,1,tap,2,0.75,8,,1
148-Beat of getting entangled-remas,14.5,140,10,18.8571,R,6,slide,2,0,1,,1,1,tap,3,0.75,4,,1
148-Beat of getting entangled-remas,14.5,140,11,20.5714,L,2,slide,6,0,1,,1,8,tap,2,0.75,1,,1
148-Beat of getting entangled-remas,14.5,140,13,24.0,R,7,slide,3,0,1,,1,1,tap,2,0.75,8,,1
148-Beat of getting entangled-remas,14.5,140,26,45.8571,L,3,slide,6,0,1,,1,5,tap,2,1.0,4,hold:2>None,2
148-Beat of getting entangled-remas,14.5,140,28,49.2857,R,6,slide,3,0,1,,1,8,tap,2,2.0,4,,3
148-Beat of getting entangled-remas,14.5,140,30,52.7143,R,6,slide,3,0,1,,1,4,tap,2,1.0,5,hold:7>None,3
148-Beat of getting entangled-remas,14.5,140,32,56.1429,L,3,slide,6,0,1,,1,1,tap,2,2.0,5,,3
1482-スリップフリップ-mas,13.8,143,8,14.6853,R,7,slide,2,0,1,,1,2,slide,3,1.0,3,,1
1482-スリップフリップ-mas,13.8,143,10,18.042,R,7,slide,2,0,1,,1,2,slide,3,1.0,3,,1
1482-スリップフリップ-mas,13.8,143,30,51.8182,L,2,star,,0,1,R6(slide),2,6,star,4,1.0,8,slide:2>6,2
1482-スリップフリップ-mas,13.8,143,30,51.8182,R,6,slide,2,0,1,L2(star),2,2,slide,4,1.0,2,,2
1482-スリップフリップ-mas,13.8,143,36,60.8392,R,6,slide,2,0,1,,1,5,tap,1,1.0,3,,3
1482-スリップフリップ-mas,13.8,143,36,61.6783,L,3,slide,7,0,1,,1,4,tap,1,1.0,6,,3
1482-スリップフリップ-mas,13.8,143,37,62.5175,R,6,slide,2,0,1,,1,5,tap,1,1.0,3,,3
1482-スリップフリップ-mas,13.8,143,37,63.3566,L,3,slide,7,0,1,,1,4,tap,1,1.0,5,,3
1482-スリップフリップ-mas,13.8,143,40,68.3916,L,3,slide,6,0,1,,1,7,slide,4,1.0,6,,3
1482-スリップフリップ-mas,13.8,143,42,71.7483,L,3,slide,6,0,1,,1,7,slide,4,1.0,6,,3
1482-スリップフリップ-mas,13.8,143,62,105.5245,L,3,slide,7,0,1,R7(star),2,7,slide,4,1.0,7,,4
1482-スリップフリップ-mas,13.8,143,62,105.5245,R,7,star,,0,1,L3(slide),2,3,star,4,1.0,1,slide:7>3,4
1482-スリップフリップ-mas,13.8,143,67,112.7622,R,6,hold,,0,1,,1,2,tap,4,1.75,4,,5
1482-スリップフリップ-mas,13.8,143,68,114.5455,L,3,slide,6,0,1,R2(star),2,6,tap,3,2.5,1,slide:2>5,5
1482-スリップフリップ-mas,13.8,143,68,115.8042,R,6,slide,3,0,1,L7(star),2,1,slide,3,1.0,8,slide:7>4,5
1482-スリップフリップ-mas,13.8,143,73,122.9371,L,3,slide,6,0,1,,1,4,slide,1,1.0,6,,5
1482-スリップフリップ-mas,13.8,143,76,128.3916,R,6,slide,2,0,1,,1,2,slide,4,1.0,5,,5
1482-スリップフリップ-mas,13.8,143,78,131.7483,L,3,slide,7,0,1,,1,7,slide,4,1.0,4,,5
149-Blew Moon-mas,13.4,180,16,21.6667,R,6,hold,,0,1,,1,2,tap,4,2.5,2,,1
149-Blew Moon-mas,13.4,180,25,34.3333,R,7,slide,4,0,1,,1,8,slide,1,2.0,2,,2
149-Blew Moon-mas,13.4,180,27,36.6667,R,6,star,,0,1,L7(slide),2,8,slide,2,1.0,6,slide:7>3,2
149-Blew Moon-mas,13.4,180,27,37.0,R,6,slide,2,0,1,,1,6,star,0,1.0,2,,2
149-Blew Moon-mas,13.4,180,30,40.1667,R,7,tap,,0,1,,1,2,slide,3,1.5,1,,2
149-Blew Moon-mas,13.4,180,31,42.1667,R,6,hold,,0,1,,1,2,slide,4,1.5,5,,2
149-Blew Moon-mas,13.4,180,32,43.0,R,7,tap,,0,1,L6(tap),2,5,tap,2,0.5,8,,2
149-Blew Moon-mas,13.4,180,34,46.3333,L,2,tap,,1,1,,1,4,tap,2,2.0,8,,2
149-Blew Moon-mas,13.4,180,36,48.1667,L,3,tap,,0,1,,1,6,slide,3,1.5,7,,3
149-Blew Moon-mas,13.4,180,71,94.7778,R,7,tap,,0,1,,1,2,tap,3,0.667,5,,4
149-Blew Moon-mas,13.4,180,73,98.3333,R,7,slide,4,0,1,,1,8,slide,1,2.0,2,,5
149-Blew Moon-mas,13.4,180,75,100.6667,R,6,star,,0,1,L7(slide),2,8,slide,2,1.0,6,slide:7>3,5
149-Blew Moon-mas,13.4,180,75,101.0,R,6,slide,2,0,1,,1,6,star,0,1.0,2,,5
149-Blew Moon-mas,13.4,180,78,104.1667,R,7,tap,,0,1,,1,2,slide,3,1.5,1,,5
149-Blew Moon-mas,13.4,180,79,106.1667,R,6,hold,,0,1,,1,2,slide,4,1.5,5,,5
149-Blew Moon-mas,13.4,180,80,107.0,R,7,tap,,0,1,L6(tap),2,5,tap,2,0.5,8,,5
149-Blew Moon-mas,13.4,180,84,112.1667,L,3,tap,,0,1,,1,7,slide,4,1.5,7,,5
149-Blew Moon-mas,13.4,180,88,117.6667,L,2,tap,,0,1,R3(tap),2,4,tap,2,0.5,1,,5
1497-共感覚おばけ-mas,13.2,184,19,24.7826,L,3,star,,0,1,R2(star),2,5,hold,2,4.0,3,slide:2>7,1
1497-共感覚おばけ-mas,13.2,184,19,25.1087,L,3,slide,6,0,1,R2(slide),2,3,star,0,1.0,4,slide:2>7,1
1497-共感覚おばけ-mas,13.2,184,23,30.0,R,6,star,,0,1,,1,2,slide,4,3.0,6,hold:5>None,2
1497-共感覚おばけ-mas,13.2,184,23,30.3261,R,6,slide,4,0,1,,1,6,star,0,1.0,4,hold:5>None,2
1497-共感覚おばけ-mas,13.2,184,61,80.5435,R,7,tap,,0,1,,1,2,slide,3,6.0,6,hold:8>None,4
1497-共感覚おばけ-mas,13.2,184,62,80.8696,R,6,tap,,0,1,,1,7,tap,1,1.0,5,,4
1497-共感覚おばけ-mas,13.2,184,65,85.4348,R,7,tap,,0,1,,1,4,tap,3,1.0,4,,4
1497-共感覚おばけ-mas,13.2,184,68,88.6957,L,2,hold,,0,1,R5(hold),2,8,slide,2,1.0,3,hold:5>None,4
1497-共感覚おばけ-mas,13.2,184,68,89.0217,L,3,hold,,0,1,,1,2,hold,1,1.0,4,hold:5>None,4
150-ココロスキャンのうた-mas,13.8,203,8,9.7537,R,6,tap,,0,1,,1,8,tap,2,3.0,4,,1
150-ココロスキャンのうた-mas,13.8,203,12,14.1872,L,3,hold,,0,1,,1,4,tap,1,3.0,6,,1
150-ココロスキャンのうた-mas,13.8,203,12,14.9261,R,7,tap,,0,1,,1,4,tap,3,1.5,2,,1
150-ココロスキャンのうた-mas,13.8,203,16,19.6552,L,2,hold,,0,1,,1,6,tap,4,1.0,4,,1
150-ココロスキャンのうた-mas,13.8,203,32,38.2759,L,3,hold,,0,1,,1,4,hold,1,1.5,4,,2
150-ココロスキャンのうた-mas,13.8,203,33,39.3103,R,6,tap,,0,1,,1,2,hold,4,2.0,5,,2
150-ココロスキャンのうた-mas,13.8,203,35,41.6749,L,3,hold,,0,1,,1,7,hold,4,2.0,1,,2
150-ココロスキャンのうた-mas,13.8,203,36,43.3005,L,2,tap,,0,1,,1,4,tap,2,1.5,1,hold:3>None,2
150-ココロスキャンのうた-mas,13.8,203,40,48.1773,R,7,tap,,0,1,L6(tap),2,4,tap,3,1.0,2,,3
150-ココロスキャンのうた-mas,13.8,203,42,49.6552,R,7,tap,,0,1,L6(tap),2,4,tap,3,1.0,2,,3
150-ココロスキャンのうた-mas,13.8,203,42,50.2463,L,2,tap,,0,2,R3(tap),2,1,tap,1,1.0,1,,3
150-ココロスキャンのうた-mas,13.8,203,43,50.8374,R,7,tap,,0,1,L6(tap),2,2,tap,3,1.0,4,,3
150-ココロスキャンのうた-mas,13.8,203,44,52.9064,R,7,tap,,0,1,L6(tap),2,4,tap,3,1.0,2,,3
150-ココロスキャンのうた-mas,13.8,203,60,70.936,L,2,hold,,0,1,,1,4,tap,2,1.0,5,,4
150-ココロスキャンのうた-mas,13.8,203,63,74.7783,L,2,slide,6,0,1,R3(star),2,1,tap,1,2.0,4,slide:3>7,4
150-ココロスキャンのうた-mas,13.8,203,64,76.5517,R,6,tap,,0,1,L7(tap),2,8,tap,2,2.0,1,,4
150-ココロスキャンのうた-mas,13.8,203,66,78.3251,R,7,tap,,0,1,L6(tap),2,2,tap,3,2.0,3,,4
150-ココロスキャンのうた-mas,13.8,203,67,80.0985,R,7,tap,,0,1,L6(tap),2,3,tap,4,2.0,3,,4
150-ココロスキャンのうた-mas,13.8,203,72,85.5665,R,6,tap,,0,2,,1,8,hold,2,1.5,6,hold:7>None,4
150-ココロスキャンのうた-mas,13.8,203,72,85.7143,R,6,hold,,0,2,,1,6,tap,0,0.5,4,,4
150-ココロスキャンのうた-mas,13.8,203,73,86.7488,R,7,tap,,0,1,,1,4,hold,3,1.5,8,hold:6>None,4
150-ココロスキャンのうた-mas,13.8,203,92,108.7685,L,2,hold,,0,1,,1,4,tap,2,1.0,5,,5
151-Rooftop Run＿ Act1-remas,13.2,152,0,1.0855,L,3,hold,,0,1,,1,6,tap,3,1.75,6,,1
151-Rooftop Run＿ Act1-remas,13.2,152,1,3.0592,R,6,tap,,0,1,,1,8,tap,2,0.5,3,,1
151-Rooftop Run＿ Act1-remas,13.2,152,4,7.1053,R,7,hold,,0,1,,1,3,tap,4,1.5,5,,1
151-Rooftop Run＿ Act1-remas,13.2,152,38,60.2961,L,3,hold,,0,1,,1,5,tap,2,0.75,5,,3
151-Rooftop Run＿ Act1-remas,13.2,152,38,61.0855,R,6,hold,,0,1,,1,2,tap,4,1.25,3,,3
151-Rooftop Run＿ Act1-remas,13.2,152,39,61.875,L,2,hold,,0,1,,1,7,tap,3,1.25,6,,3
151-Rooftop Run＿ Act1-remas,13.2,152,39,62.6645,R,7,hold,,0,1,,1,1,tap,2,1.25,1,,3
151-Rooftop Run＿ Act1-remas,13.2,152,41,65.1316,R,7,hold,,0,2,,1,8,hold,1,1.0,5,,3
151-Rooftop Run＿ Act1-remas,13.2,152,42,66.7105,L,3,hold,,0,2,,1,4,hold,1,1.0,1,,3
151-Rooftop Run＿ Act1-remas,13.2,152,48,75.7895,R,7,hold,,0,1,,1,3,tap,4,1.0,5,,4
151-Rooftop Run＿ Act1-remas,13.2,152,52,82.4013,L,3,hold,,0,1,,1,6,tap,3,1.75,8,,4
151-Rooftop Run＿ Act1-remas,13.2,152,54,85.4605,L,2,tap,,0,1,,1,6,hold,4,1.5,6,hold:3>None,4
151-Rooftop Run＿ Act1-remas,13.2,152,54,85.8553,R,7,tap,,0,1,L6(tap),2,3,hold,4,1.5,3,,4
151-Rooftop Run＿ Act1-remas,13.2,152,58,91.7763,R,7,tap,,0,1,,1,3,hold,4,1.5,3,hold:6>None,5
151-Rooftop Run＿ Act1-remas,13.2,152,58,92.1711,L,2,tap,,0,1,R3(tap),2,6,hold,4,1.5,6,,5
1536-このピアノでお前を8759632145回ぶん殴る-mas,13.4,200,32,39.15,L,2,slide,7,0,1,,1,7,slide,3,1.5,1,,2
1536-このピアノでお前を8759632145回ぶん殴る-mas,13.4,200,34,41.55,R,7,slide,2,0,1,,1,2,slide,3,1.5,8,,2
154-放課後ストライド-mas,13.3,225,9,10.0,L,3,slide,7,0,1,,1,5,slide,2,1.5,4,,1
154-放課後ストライド-mas,13.3,225,13,14.2667,L,3,slide,7,0,1,,1,5,slide,2,1.5,4,,1
154-放課後ストライド-mas,13.3,225,15,16.4,R,6,slide,2,0,1,,1,4,slide,2,1.5,5,,1
154-放課後ストライド-mas,13.3,225,16,17.6,R,6,hold,,0,1,,1,8,hold,2,2.0,3,,1
154-放課後ストライド-mas,13.3,225,17,18.5333,L,3,slide,7,0,1,,1,5,slide,2,1.5,1,,1
154-放課後ストライド-mas,13.3,225,18,19.7333,L,3,hold,,0,1,,1,1,hold,2,2.0,6,,1
154-放課後ストライド-mas,13.3,225,20,21.8667,R,6,hold,,0,1,,1,8,hold,2,2.0,3,,1
154-放課後ストライド-mas,13.3,225,21,22.8,L,3,slide,7,0,1,,1,5,slide,2,1.5,4,,1
154-放課後ストライド-mas,13.3,225,22,24.0,L,3,hold,,0,1,,1,1,hold,2,2.0,6,,1
154-放課後ストライド-mas,13.3,225,23,24.9333,R,6,slide,2,0,1,,1,4,slide,2,1.5,8,,1
154-放課後ストライド-mas,13.3,225,27,29.0667,R,6,star,,0,1,L1(slide),2,1,star,3,1.0,3,slide:4>1,2
154-放課後ストライド-mas,13.3,225,27,29.6,L,3,slide,8,0,1,R8(star),2,6,slide,3,1.0,8,,2
154-放課後ストライド-mas,13.3,225,29,31.4667,L,3,hold,,0,1,,1,6,tap,3,1.5,1,,2
154-放課後ストライド-mas,13.3,225,35,37.6,L,3,star,,0,1,R8(slide),2,8,star,3,1.0,6,slide:5>8,2
154-放課後ストライド-mas,13.3,225,35,38.1333,R,6,slide,1,0,1,L1(star),2,3,slide,3,1.0,1,,2
154-放課後ストライド-mas,13.3,225,37,40.0,R,6,hold,,0,1,,1,3,tap,3,1.5,8,,2
154-放課後ストライド-mas,13.3,225,41,44.1333,L,3,slide,8,0,1,,1,5,slide,2,1.5,1,,2
154-放課後ストライド-mas,13.3,225,43,46.4,R,7,tap,,0,1,,1,4,slide,3,2.0,2,slide:6>1,2
154-放課後ストライド-mas,13.3,225,46,49.0667,R,7,star,,0,1,,1,3,hold,4,2.0,7,,2
154-放課後ストライド-mas,13.3,225,46,49.3333,R,7,slide,4,0,1,,1,7,star,0,1.0,3,,2
154-放課後ストライド-mas,13.3,225,71,76.5333,L,3,tap,,0,1,,1,1,hold,2,2.0,1,,3
154-放課後ストライド-mas,13.3,225,82,88.5333,L,3,slide,7,0,1,R5(star),2,6,slide,3,1.0,6,slide:5>1,4
154-放課後ストライド-mas,13.3,225,92,98.9333,R,6,star,,0,1,L1(slide),2,1,star,3,1.0,3,slide:4>1,4
154-放課後ストライド-mas,13.3,225,93,99.4667,L,3,slide,8,0,1,R8(star),2,6,slide,3,1.0,8,,4
154-放課後ストライド-mas,13.3,225,109,116.8,L,2,hold,,0,1,,1,7,slide,3,2.5,1,,5
156-全人類ノ非想天則-mas,13.2,168,1,1.7857,R,6,slide,3,0,1,,1,1,slide,3,0.5,3,,1
156-全人類ノ非想天則-mas,13.2,168,3,4.6429,L,3,slide,6,0,1,,1,8,slide,3,0.5,7,,1
156-全人類ノ非想天則-mas,13.2,168,10,14.8214,R,7,hold,,0,1,,1,8,tap,1,0.5,5,,1
156-全人類ノ非想天則-mas,13.2,168,15,22.4107,L,3,hold,,0,1,,1,8,tap,3,1.25,5,,1
156-全人類ノ非想天則-mas,13.2,168,19,27.5,L,3,slide,7,0,1,R5(tap),2,4,tap,1,2.0,7,,2
156-全人類ノ非想天則-mas,13.2,168,27,39.5536,L,3,hold,,0,1,,1,8,tap,3,1.25,6,,2
156-全人類ノ非想天則-mas,13.2,168,33,48.2143,R,7,hold,,0,1,,1,4,hold,3,1.5,2,hold:6>None,3
156-全人類ノ非想天則-mas,13.2,168,35,50.3571,L,3,hold,,0,1,,1,1,hold,2,1.0,5,,3
156-全人類ノ非想天則-mas,13.2,168,35,50.8929,R,6,hold,,0,1,,1,4,hold,2,1.0,8,,3
156-全人類ノ非想天則-mas,13.2,168,49,70.3571,L,2,tap,,0,1,R3(slide),2,4,tap,2,1.25,1,slide:3>8,4
156-全人類ノ非想天則-mas,13.2,168,50,71.7857,R,7,tap,,0,1,L6(slide),2,5,tap,2,1.25,8,slide:6>1,4
156-全人類ノ非想天則-mas,13.2,168,74,106.25,L,3,slide,6,0,1,R1(hold),2,7,slide,4,0.5,5,hold:1>None,5
156-全人類ノ非想天則-mas,13.2,168,76,109.2857,R,6,slide,1,0,1,,1,5,tap,1,0.5,2,,5
157-ローリンガール-mas,13.2,195,0,0.9231,L,3,slide,6,0,1,,1,8,slide,3,2.0,7,,1
157-ローリンガール-mas,13.2,195,4,5.8462,R,6,slide,3,0,1,,1,1,slide,3,2.0,2,,1
157-ローリンガール-mas,13.2,195,16,20.0,L,2,hold,,0,1,,1,7,tap,3,2.0,4,,1
157-ローリンガール-mas,13.2,195,23,28.9231,L,2,tap,,0,1,R3(tap),2,7,tap,3,1.0,8,,2
157-ローリンガール-mas,13.2,195,23,29.2308,R,6,tap,,0,1,L7(tap),2,1,tap,3,0.5,3,,2
157-ローリンガール-mas,13.2,195,26,32.9231,R,6,slide,2,0,1,,1,5,tap,1,0.5,1,,2
157-ローリンガール-mas,13.2,195,33,41.8462,R,6,slide,1,0,1,L1(star),2,3,slide,3,1.0,1,,2
157-ローリンガール-mas,13.2,195,36,45.2308,L,3,hold,,0,1,,1,1,hold,2,2.0,1,,2
157-ローリンガール-mas,13.2,195,38,46.7692,R,7,hold,,0,1,,1,8,tap,1,1.0,5,,2
157-ローリンガール-mas,13.2,195,39,48.9231,R,7,tap,,1,1,,1,5,hold,2,2.0,1,,3
157-ローリンガール-mas,13.2,195,44,54.7692,R,6,tap,,0,1,,1,2,hold,4,2.0,2,,3
157-ローリンガール-mas,13.2,195,52,64.6154,L,3,hold,,0,1,,1,5,tap,2,3.0,1,,3
157-ローリンガール-mas,13.2,195,54,67.5385,R,6,slide,3,0,1,L7(hold),2,2,hold,4,4.5,2,hold:7>None,3
157-ローリンガール-mas,13.2,195,56,70.0,L,3,tap,,0,1,R2(tap),2,6,tap,3,1.5,5,,3
157-ローリンガール-mas,13.2,195,58,71.5385,L,2,tap,,0,1,,1,5,tap,3,2.5,4,,4
157-ローリンガール-mas,13.2,195,64,79.3846,R,6,hold,,0,1,,1,8,hold,2,2.0,2,hold:7>None,4
157-ローリンガール-mas,13.2,195,65,80.6154,L,3,hold,,0,1,,1,1,hold,2,2.5,1,hold:2>None,4
157-ローリンガール-mas,13.2,195,71,87.5385,R,7,tap,,0,1,,1,5,tap,2,1.5,5,,4
157-ローリンガール-mas,13.2,195,72,89.2308,L,3,slide,6,0,1,,1,8,slide,3,1.0,6,,4
157-ローリンガール-mas,13.2,195,73,90.4615,R,6,slide,3,0,1,,1,1,slide,3,0.5,8,,4
157-ローリンガール-mas,13.2,195,74,91.8462,R,6,hold,,0,1,,1,8,hold,2,1.0,1,,4
157-ローリンガール-mas,13.2,195,77,96.0,L,3,slide,8,0,1,R8(star),2,7,slide,4,5.0,8,,5
157-ローリンガール-mas,13.2,195,78,96.9231,L,2,slide,6,0,1,,1,5,slide,3,1.0,7,,5
157-ローリンガール-mas,13.2,195,87,107.2308,L,2,tap,,0,1,,1,4,tap,2,1.5,4,,5
157-ローリンガール-mas,13.2,195,88,108.9231,R,6,slide,3,0,1,,1,1,slide,3,1.0,2,,5
157-ローリンガール-mas,13.2,195,90,111.5385,L,3,hold,,0,1,,1,1,hold,2,1.0,8,,5
157-ローリンガール-mas,13.2,195,94,116.3077,R,7,star,,0,1,L4(slide),2,4,star,3,1.0,3,slide:1>4,5
1578-L4TS＿2018 (feat. あひる & KTA)-mas,13.3,190,9,12.1579,R,6,tap,,0,2,,1,5,tap,1,1.0,6,hold:7>None,1
1578-L4TS＿2018 (feat. あひる & KTA)-mas,13.3,190,9,12.3158,R,6,tap,,0,2,,1,6,tap,0,0.5,4,hold:7>None,1
1578-L4TS＿2018 (feat. あひる & KTA)-mas,13.3,190,20,25.8947,R,7,slide,3,0,1,,1,8,tap,1,1.0,2,,2
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,11,20.1493,L,2,slide,7,0,1,R2(hold),2,7,slide,3,2.0,8,hold:2>None,1
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,16,29.1045,R,6,star,,0,1,L8(slide),2,3,slide,3,6.0,8,slide:8>6,2
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,16,30.0,R,6,tap,,0,1,L8(slide),2,8,star,2,1.0,1,slide:6>8,2
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,17,30.8955,L,3,star,,0,1,R1(slide),2,8,slide,3,2.0,1,slide:1>3,2
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,17,31.791,L,3,tap,,0,1,R1(slide),2,1,star,2,1.0,7,slide:3>1,2
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,18,33.1343,R,7,star,,0,1,L5(slide),2,5,star,2,1.0,5,slide:7>5,2
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,19,34.9254,L,2,star,,0,1,R4(slide),2,4,star,2,1.0,4,slide:2>4,2
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,49,89.6642,L,2,slide,7,0,1,,1,1,tap,1,1.25,4,hold:2>None,4
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,50,91.4552,R,6,slide,3,0,1,,1,5,tap,1,1.25,2,hold:6>None,4
1636-電車で電車でOPA!OPA!OPA! -GMT mashup--mas,13.8,134,53,96.7164,L,2,slide,3,0,1,,1,1,tap,1,1.25,8,slide:3>2,4
165-Burning Hearts ～炎のANGEL～-remas,13.8,155,4,6.5807,R,7,wifi,3,0,1,LR7(wifi),1,2,hold,3,2.0,1,,1
165-Burning Hearts ～炎のANGEL～-remas,13.8,155,8,12.7743,L,3,wifi,7,0,1,LR3(wifi),1,4,hold,1,2.0,6,,1
165-Burning Hearts ～炎のANGEL～-remas,13.8,155,8,13.5485,R,6,wifi,2,0,1,LR6(wifi),1,3,star,3,3.0,5,,1
165-Burning Hearts ～炎のANGEL～-remas,13.8,155,17,28.0646,R,6,wifi,2,0,1,LR6(wifi),1,8,slide,2,2.5,3,,2
